Date,Track,RaceNumber,Position1,Position2,Position3,Position4,Position5,Position6,Position7,Position8,Position9,Position10
2025-11-23,Richmond,1,6,8,7,9,,,,,,
2025-11-23,Richmond,2,1,8,6,7,,,,,,
2025-11-23,Richmond,3,4,2,8,3,,,,,,
2025-11-23,Richmond,4,5,1,4,8,,,,,,
2025-11-23,Richmond,5,7,5,3,2,,,,,,
2025-11-23,Richmond,6,6,1,4,8,,,,,,
2025-11-23,Richmond,7,1,5,6,7,,,,,,
2025-11-23,Richmond,8,5,2,3,6,,,,,,
2025-11-23,Richmond,9,3,2,7,8,,,,,,
2025-11-23,Richmond,10,6,2,7,4,,,,,,
2025-11-23,Richmond,11,7,2,6,4,,,,,,
2025-11-23,Grafton,1,3,4,1,2,,,,,,
2025-11-23,Grafton,2,6,1,4,2,,,,,,
2025-11-23,Grafton,3,3,5,6,8,,,,,,
2025-11-23,Grafton,4,7,3,6,8,,,,,,
2025-11-23,Grafton,5,4,1,7,6,,,,,,
2025-11-23,Grafton,6,8,2,6,4,,,,,,
2025-11-23,Grafton,7,1,6,8,5,,,,,,
2025-11-23,Grafton,8,8,4,3,1,,,,,,
2025-11-23,Grafton,9,4,9,5,6,,,,,,
2025-11-23,Grafton,10,4,1,6,3,,,,,,
2025-11-23,Grafton,11,8,6,4,2,,,,,,
2025-11-23,Broken Hill,1,2,1,8,3,,,,,,
2025-11-23,Broken Hill,2,5,7,,,,,,,
2025-11-23,Broken Hill,3,1,5,4,9,,,,,,
2025-11-23,Broken Hill,4,5,6,1,8,,,,,,
2025-11-23,Broken Hill,5,1,2,8,3,,,,,,
2025-11-23,Broken Hill,6,6,2,1,8,,,,,,
2025-11-23,Broken Hill,7,4,2,1,8,,,,,,
2025-11-23,Broken Hill,8,4,2,7,8,,,,,,
2025-11-23,Broken Hill,9,4,5,8,7,,,,,,
2025-11-23,Healesville,1,4,9,1,6,,,,,,
2025-11-23,Healesville,2,2,4,8,7,,,,,,
2025-11-23,Healesville,3,1,7,6,2,,,,,,
2025-11-23,Healesville,4,1,8,2,4,,,,,,
2025-11-23,Healesville,5,8,7,6,3,,,,,,
2025-11-23,Healesville,6,3,1,7,5,,,,,,
2025-11-23,Healesville,7,4,3,1,7,,,,,,
2025-11-23,Healesville,8,6,1,3,2,,,,,,
2025-11-23,Healesville,9,7,8,5,2,,,,,,
2025-11-23,Healesville,10,8,2,7,1,,,,,,
2025-11-23,Healesville,11,4,7,8,1,,,,,,
2025-11-23,Healesville,12,8,4,5,1,,,,,,
2025-11-23,Mount Gambier,1,2,7,1,8,,,,,,
2025-11-23,Mount Gambier,2,5,2,8,7,,,,,,
2025-11-23,Mount Gambier,3,2,7,5,8,,,,,,
2025-11-23,Mount Gambier,4,6,4,8,2,,,,,,
2025-11-23,Mount Gambier,5,4,5,8,7,,,,,,
2025-11-23,Mount Gambier,6,8,2,1,7,,,,,,
2025-11-23,Mount Gambier,7,1,2,8,4,,,,,,
2025-11-23,Mount Gambier,8,8,7,6,5,,,,,,
2025-11-23,Mount Gambier,9,1,8,6,4,,,,,,
2025-11-23,Mount Gambier,10,6,1,2,8,,,,,,
2025-11-23,Mount Gambier,11,6,4,2,1,,,,,,
2025-11-23,BetDeluxe Capalaba,1,3,4,7,6,,,,,,
2025-11-23,BetDeluxe Capalaba,2,8,6,7,1,,,,,,
2025-11-23,BetDeluxe Capalaba,3,7,4,2,6,,,,,,
2025-11-23,BetDeluxe Capalaba,4,8,1,4,5,,,,,,
2025-11-23,BetDeluxe Capalaba,5,3,4,1,6,,,,,,
2025-11-23,BetDeluxe Capalaba,6,1,6,2,5,,,,,,
2025-11-23,BetDeluxe Capalaba,7,8,1,6,2,,,,,,
2025-11-23,BetDeluxe Capalaba,8,8,1,6,4,,,,,,
2025-11-23,BetDeluxe Capalaba,9,6,5,1,7,,,,,,
2025-11-23,BetDeluxe Capalaba,10,2,7,3,5,,,,,,
2025-11-23,BetDeluxe Capalaba,11,6,8,3,4,,,,,,
2025-11-23,Sale,1,1,8,4,6,,,,,,
2025-11-23,Sale,2,1,8,5,2,,,,,,
2025-11-23,Sale,3,8,5,7,3,,,,,,
2025-11-23,Sale,4,5,1,3,9,,,,,,
2025-11-23,Sale,5,8,5,1,6,,,,,,
2025-11-23,Sale,6,8,7,6,2,,,,,,
2025-11-23,Sale,7,4,1,5,6,,,,,,
2025-11-23,Sale,8,2,1,6,4,,,,,,
2025-11-23,Sale,9,1,5,8,7,,,,,,
2025-11-23,Sale,10,2,3,5,8,,,,,,
2025-11-23,Sale,11,6,5,7,3,,,,,,
2025-11-23,Sale,12,5,2,4,3,,,,,,
2025-11-23,BetDeluxe Rockhampton,1,8,2,1,5,,,,,,
2025-11-23,BetDeluxe Rockhampton,2,1,7,5,3,,,,,,
2025-11-23,BetDeluxe Rockhampton,3,1,2,4,3,,,,,,
2025-11-23,BetDeluxe Rockhampton,4,2,3,8,5,,,,,,
2025-11-23,BetDeluxe Rockhampton,5,5,1,6,8,,,,,,
2025-11-23,BetDeluxe Rockhampton,6,1,2,7,3,,,,,,
2025-11-23,BetDeluxe Rockhampton,7,3,4,7,5,,,,,,
2025-11-23,BetDeluxe Rockhampton,8,1,4,8,2,,,,,,
2025-11-23,BetDeluxe Rockhampton,9,8,4,5,1,,,,,,
2025-11-23,BetDeluxe Rockhampton,10,5,3,1,2,,,,,,
2025-11-23,BetDeluxe Rockhampton,11,4,6,2,8,,,,,,
2025-11-23,BetDeluxe Rockhampton,12,6,7,8,3,,,,,,
2025-11-23,Gawler,1,3,1,7,,,,,,,
2025-11-23,Gawler,2,4,2,1,6,,,,,,
2025-11-23,Gawler,3,1,8,6,2,,,,,,
2025-11-23,Gawler,4,2,4,6,8,,,,,,
2025-11-23,Gawler,5,2,4,5,7,,,,,,
2025-11-23,Gawler,6,2,6,1,8,,,,,,
2025-11-23,Gawler,7,4,1,7,8,,,,,,
2025-11-23,Gawler,8,7,2,4,5,,,,,,
2025-11-23,Gawler,9,1,2,4,8,,,,,,
2025-11-23,Ladbrokes Q2 Parklands,1,7,8,6,5,,,,,,
2025-11-23,Ladbrokes Q2 Parklands,2,1,7,4,3,,,,,,
2025-11-23,Ladbrokes Q2 Parklands,3,4,5,7,2,,,,,,
2025-11-23,Ladbrokes Q2 Parklands,4,3,6,7,4,,,,,,
2025-11-23,Ladbrokes Q2 Parklands,5,2,1,3,5,,,,,,
2025-11-23,Ladbrokes Q2 Parklands,6,5,6,3,7,,,,,,
2025-11-23,Ladbrokes Q2 Parklands,7,7,1,3,4,,,,,,
2025-11-23,Ladbrokes Q2 Parklands,8,3,8,1,6,,,,,,
2025-11-23,Ladbrokes Q2 Parklands,9,4,2,8,5,,,,,,
2025-11-23,Ladbrokes Q2 Parklands,10,6,5,2,8,,,,,,
2025-11-23,Ladbrokes Q2 Parklands,11,8,7,4,1,,,,,,
2025-11-23,Ladbrokes Q2 Parklands,12,2,3,1,6,,,,,,
